Time,Bit 0,Bit 1,Bit 2,Bit 3,Bit 4,Bit 5,Bit 6,Bit 7
1141,0.0006083266495602895,0.00026786321276876807,8.117291767568355e-05,1.9588794687479694e-05,0.0008867240073266264,0.0015286420917629364,0.00047991180131448663,0.0010369984852699739
1142,0.0006158806584187019,2.0294691623143057e-05,0.00010754027429923002,0.00028989477906017343,0.0011984698497019847,0.0025289384936380073,0.00024936551814721386,0.0006856861684654196
1143,0.0005681028759032587,4.795764509368159e-05,0.00042170103446799044,0.0003142215564465944,0.0010562221569274837,0.0017374534588314957,0.0004888684360682804,0.0005595197017193072
1144,0.0007076228686820509,6.52494928277993e-05,0.0004768843374709888,0.0005751404878865781,0.0013142739535659334,0.002095496822916702,7.460044477242897e-05,0.00029758503912860347
1145,0.0007699436534135859,0.0001614198304610842,0.0009033089361130258,0.00043820897683240185,0.00040253736306322923,0.0013944538832704786,0.0008766880870082886,0.0016978450917760329
1146,0.0002118527569400687,0.00010192319038550258,0.00047467820499374526,0.0005391482114942307,0.0008660787812112168,0.0012043506089528535,0.0004700574375573163,0.0008935584302114065
1147,0.00020753399266189505,0.00015815990034753175,0.00016242344646088064,0.0007826364050234584,0.0012253102196462375,0.001348382246543182,0.0003381829349655117,0.0010372022381791813
1148,0.00038809664213191334,6.122732232033171e-05,7.427297382282348e-05,0.0006808019535133718,0.0010371126070089923,0.0008136248820250317,4.1668462088046404e-05,0.00012309869697479364
1149,9.662058248338706e-05,3.665586622233721e-06,0.0012666933350649876,0.0016464276089435668,0.0007816592280510173,0.0009128115633786139,0.0005524597133124013,0.09259074125475278
1150,3.219435620563753e-05,2.7109930328398995e-05,0.0011854173342564609,0.002291342882534807,0.0012523519623001585,0.0008095518510767773,0.0006265694518503392,0.08658052689050698
1151,7.618824642080246e-05,3.77948908369744e-05,0.0005187373337616951,0.0020625469633071343,0.000827105567178821,0.0017408065201367049,0.000217491252224598,0.07175951406320923
1152,0.00018421044279802207,2.8933618187903976e-05,0.00046338337930258814,0.00257566046254911,0.0016878193703495734,0.0012161338496317158,0.0006339962105507492,0.03683116763017482
1153,9.215165308881493e-05,2.8545829739325057e-05,0.001247187116057146,0.002758466085735233,0.0011616506453817196,0.0008265117786815529,0.0005302458783070759,0.09500878840137808
1154,0.00011080391564333066,2.975375101798813e-05,0.0014105434401641575,0.0032436719755653196,0.0014996470274588726,0.000701005304518534,0.0005927040903896074,0.09009628824550324
1155,5.580046752806405e-05,1.4870857419377927e-05,0.0010610417158089275,0.0033946068150588274,0.001581637031235314,0.0008988965046649862,0.0005647866527791532,0.079574841958219
1156,1.3377359620505694e-05,4.7826561186101196e-05,0.001013998383702767,0.002696303062001491,0.0017179372759531662,0.0007959182581290784,0.0005336384978212108,0.059690529259061216
1157,0.0007221501328895031,0.00012501139780673413,0.0010253162804165223,0.001636936685477114,0.000629610826370874,0.0004899876539751207,0.0012632283734434052,0.02626138205120729
1158,0.0008317765119976837,0.00010356818361104288,0.0008283209551988287,0.001963327487926048,0.0009171565367448155,0.0007753691391240316,0.0011250852073859277,0.023204981467192937
1159,0.001065924530956634,6.093528850473184e-05,0.0007467566502438183,0.0018489957184920091,0.0006953353756237802,0.000511023715078789,0.0010517809057685025,0.02053559125616096
1160,0.00038676214711225084,0.0001237881580945041,0.000989677902291901,0.0016437883043851366,0.0008189885861489112,0.00142905741783418,0.0006546898220568724,0.013465647924812434
1161,0.0005661758468589365,4.6298628202485964e-05,0.0005681435330459177,0.0018664568835975355,0.00034118928671636315,0.0001603306007177266,0.0006583260651230872,0.031417418224311815
1162,0.000387066671283231,3.5331081464571814e-05,0.0005228130608220781,0.001814392571121189,0.0004658820203255645,0.00033003518175940473,0.0003475638792432305,0.029250160504394686
1163,0.00032472728620741353,1.4104818068283119e-05,0.0004926032641633005,0.0022118897555145197,0.00039517509211493726,0.00022911113100968611,0.0005939323235011604,0.024996313366875644
1164,9.114600179501293e-05,5.7507863353112814e-05,0.0004015905617601064,0.0013746243068281218,0.0004840928152374281,0.0004951776345811872,6.816312386956515e-05,0.01742979556561022
1165,0.0005334541362547176,1.377762896252117e-05,8.929152457394461e-05,0.0016185731692916223,0.00045493658349141645,0.0002023052962192382,0.0008579910752886772,0.021953393188610705
1166,0.00020862692754890092,9.113508971893842e-06,0.00012671265012777555,0.0017537134808998617,0.00037987036385622903,0.00046646514687499475,0.00039100278118320877,0.016913752487490368
1167,0.00045400890653608014,1.5957397959356552e-05,0.00012779097990898403,0.0014785667928128255,0.0005116072259425919,0.000995874453964935,0.0004739774636824917,0.011312664759229903
1168,0.0002834661201906032,0.00018221533717456307,0.00013455832230541652,0.0010117304541890687,0.0004641622733010803,0.0009339858750404235,0.0001076376518096341,0.007132744475688032
1169,0.001977045273608175,0.00023788361125083948,0.000569522113114831,0.0016792652044213408,0.0003054871081654938,0.0011967616567196684,0.0003573497449831282,0.03769284490129048
1170,0.001309549817449696,0.0008823889855720386,0.0009630796126319751,0.0014336390511762314,0.000500052410805337,0.0009659481965657396,4.315755072521204e-05,0.02039447379008013
1171,0.0007173048284573911,0.0005454667837225206,0.0003871936830688065,0.0002501536755876628,0.0008056785575345501,0.0022736004916950985,1.8740853225959375e-05,0.00891655096492875
1172,0.00036367541879259554,0.0005471876363812045,7.203906686767468e-05,0.0006305779639213551,0.00030558888944264993,0.0013457512949988377,1.7128039508398143e-05,0.001370974925095109
1173,0.11422162839755307,0.000394244359642469,0.0005484656586866678,0.00093159373684763,0.00015427334068026887,0.00017050652471524685,0.00014558837679830134,0.001981508295402581
1174,0.11595388307215554,0.00021537868796805325,0.0002203637702840396,0.0010109408497615553,0.00026691238486856525,0.00029754465670053126,0.0002966860341013099,0.00040989680187983335
1175,0.10049140511527024,0.0005366832118879267,0.00011867172940175108,0.0004443357242243094,8.943447760205763e-05,0.0003427858358799206,5.55880375548845e-06,3.448357376344946e-05
1176,0.06050889844676069,0.0005290851468343664,3.034800113680757e-05,0.0008247062351907913,0.0005137046121066413,0.0007191203251236105,0.00014324613836866904,0.0014039154138540267
1177,0.1537846021071787,6.609140472897825e-05,0.0009088122843496248,5.5556737067831344e-05,0.0006253329956433242,0.0006594989223298184,0.0002856330618274473,0.00028518382254723497
1178,0.14913488004843892,9.455765258301804e-05,0.0007269962511596374,0.0001291992543365802,0.000569035117680075,0.0009045649920641132,7.654595526932747e-05,0.0008085359824334665
1179,0.13185201554920237,6.643282848186582e-05,0.0007895576894493519,6.326116285259181e-05,0.0005780840889597772,0.0008340684732188136,0.0002304339748474934,0.0012157394157754438
1180,0.10498706602641876,1.4939592028285423e-05,0.00034500390357676845,0.00011635848267791908,0.00027983377576727974,0.0010340993188112592,0.00020241267179430566,0.0030485353611917876
1181,0.03930045304271251,0.0004875042652958773,0.001366755732304528,0.0004311464858442517,0.0009079342798029208,0.001419829070499534,0.0001422027046761392,0.0009056319412877166
1182,0.03488425177690033,0.00048041984415635896,0.0015039056072173348,0.000535609934396806,0.0007699828729537501,0.0015040117426949448,0.00018458760195198798,0.001555474327898918
1183,0.031017168847500394,0.0002761242907994876,0.0011155849967913025,0.0004988966838417626,0.0010577744694827374,0.001457440385525135,0.00010732341968396852,0.0018760177182819216
1184,0.022021020113741543,0.00010480058421739115,0.0012422261332453118,0.0003210727166036749,0.000500795796176673,0.001157954283426745,0.00032225642328976233,0.0040394988964254416
1185,0.04618210829533154,0.00012385152616032925,0.00036873424559718155,0.00022905934978446936,0.0006175891732805022,0.0010210763408257104,0.00024568178459727954,0.0013360158210493848
1186,0.043078973702086756,0.00010385009086460333,0.00032930366798023073,9.633908617645328e-05,0.0004350566835590668,0.0007670811353008412,0.0004131568459256431,0.0019253194239084886
1187,0.0379888104137945,9.782442475820915e-05,0.0002517377229584339,0.00016217683639535902,0.00039845685453239634,0.0008034062085100876,0.00037433182993139915,0.0028516115921405696
1188,0.02496768972214413,6.426965930842896e-05,0.0003049394608759972,2.1985042324163248e-05,0.00037778876689156587,0.00033300949360892944,0.000897365468681843,0.004118012035031057
1189,0.02577070659370337,7.715701984302816e-05,0.00031538257720327976,0.00020838859617594604,0.0006377145165869628,0.0006315086387226501,7.671457672561865e-05,0.0015213145641558591
1190,0.023167838957793906,2.4073255236523046e-05,0.00014211368929425774,0.00033161483521683004,0.0003646756493287713,0.0006320827364509076,0.0001844995172219585,0.0015893775206056464
1191,0.016327362906275338,9.270126745648217e-07,0.0003518729370836576,0.0004878541339409939,0.00022196045277501718,0.0009584696368152575,0.00015339754326896255,0.0029862002155781105
1192,0.007721746744210838,1.820427459340341e-05,0.0004502762718972771,0.0004879775918234661,0.00037148694466831533,0.0005236144779776323,0.0007250155585864102,0.004918276078370969
1193,0.00045131720848466846,0.00028020370465175505,0.000887562948209634,0.0003138905993242102,0.0005176660053575885,0.00011561617687333876,0.0004150910455663301,0.0013994959191399093
1194,0.00011364797803545439,0.00012156517899584808,0.0007186945940486863,0.0004194518580773353,0.0003795485653260792,0.00012891864327364868,0.0005975455271303992,0.0017760420507712041
1195,0.00011047900816033543,4.437681517534265e-05,0.0007827360322916701,0.0006522984344443961,0.00036035245183034016,3.4040523056743825e-05,0.0007547880773913753,0.0023312836116078308
1196,0.0008931425093422917,0.00011232118115552518,0.0007784708739479977,0.00044430058039742496,0.00028828366277286986,4.508475591429695e-05,0.0007531994753569478,0.003857633569279825
1197,0.0007661394290873844,0.00024733114964725,0.0005506380127103418,1.348809440883509e-05,0.0009055727127053455,7.945519761552109e-05,0.00014061733436847713,0.001443743503337303
1198,0.0004304454499086657,0.00030816567966254993,0.0005122337705006717,6.20346113022214e-05,0.0009069611868317198,0.00016611420661505065,0.00012052831169367087,0.0023639656619095333
1199,0.00024892228108477536,0.0002957801908526432,0.0005143713122385712,4.220443824842896e-05,0.0004057998617165868,0.00046148361894175473,0.0002672427391455132,0.003227655670315472
1200,0.0019071064437500927,0.00010275533678097613,0.0009922414608034965,5.589567804036382e-05,0.0006238968799719916,0.0004585138028466726,0.00013602350518605456,0.006139504774772618
1201,0.00022185951492927333,0.0004344710282848017,0.0002997830335286108,4.2674161283503735e-05,0.00029447258956992526,0.0001217347061496373,0.00011694618601212878,0.0012202835340317303
1202,7.35620991161935e-05,0.0005223990758007767,0.0003673262824643059,2.437190274852322e-06,0.0002489002812296382,6.742980309213066e-05,5.430640485245059e-05,0.002085377958879875
1203,0.0004878554800206826,0.0003082981918692999,0.0005011196119014839,7.05054852869785e-05,0.0004157383529699072,0.0002792230450800972,0.00030627568946560614,0.00239899725678221
1204,0.0015319165309543444,5.937926611519815e-05,0.0005017314752460007,6.372550703782457e-05,0.0002942223052822355,0.0004165468176323928,0.000328154975713888,0.004556254930625881
1205,0.00021124457044541955,0.0007440984556926903,2.7088749618641177e-05,0.0003125401078260343,0.00013450452210852837,0.00023394094593375654,3.019819162730985e-05,0.001655922401303878
1206,0.00010266158487905423,0.00041053113624323593,5.810188857435359e-05,0.0001701788765362644,2.8853157879054068e-05,0.0004545635326907371,0.0002880104570518603,0.002319430053543371
1207,0.00019704696565578562,0.0007231189984814905,0.00024430933676753634,5.540497491736842e-05,0.00017409269575674273,0.00039438586285494567,0.00031451522104362304,0.003101174096446887
1208,0.001635805185338927,9.301351514707436e-05,7.145823557529935e-05,0.00036033087103522893,0.00013252465931421788,0.0007222496783626511,0.00014773942106826302,0.004868187937671917
1209,0.0012816001081749657,0.00477414376313537,0.00012319135459792495,3.140029962238446e-05,8.706015490371409e-05,0.0002428454047231155,0.00018911473083632865,0.004094313566998102
1210,0.0038743266353456814,0.0033003441289640384,9.255757498752586e-05,0.00018985171018178965,0.00013294621607795847,0.0003684226044857315,0.0006975190647887484,0.005480782896804039
1211,0.003725291426312365,0.003178667492099789,0.00024020920645071808,4.404186877793702e-05,0.00020824290665765686,0.0004179876673652178,0.00024478579632765846,0.007867740028055332
1212,0.007120339022010054,0.0012342849647951363,0.0003433873166299691,7.881897110498909e-06,0.0004206792045766979,0.000847715629486661,0.0009887569559001044,0.008080286824535193
1213,0.00012518923925171124,0.09201937593125392,0.00017958109222280936,0.0001685381385363826,0.0004233039785211455,0.0003945718244039753,3.3578805043601785e-05,0.002120726234200325
1214,0.0004557303101105386,0.09134132166245544,8.495367257350118e-05,0.00022754587834669985,0.000589099607888761,0.0006587022130998768,0.00025072882313809504,0.0023381779034367797
1215,0.0005098195363908212,0.08364124466019429,0.00018604446424874124,7.502616295840851e-05,0.0008396901136859304,0.00040674557215039485,0.00011100088987708359,0.003205111872212163
1216,0.001882426561747516,0.07156443560305395,0.00031824874758415683,0.0001720256233751693,0.0009726019669153569,0.0007417727099533082,0.0002594629716807045,0.0032994674841968106
1217,0.0002852798153047541,0.0171394707084589,2.9823212239197766e-05,0.00040174485570621714,0.0012466701388715563,0.0003337126355320505,5.5578045929779696e-05,0.0016075820480778572
1218,0.0007864541081879094,0.01466522485751248,1.4056745261130973e-05,0.0005456140967397575,0.0011518574213290214,0.00041284004481436027,0.0001015832932414223,0.0023503175930091494
1219,0.0011874265775741908,0.012593144425952099,6.983660030703327e-06,0.0002232917780867392,0.0017197711565312252,0.0007252948832390403,2.6889411145876906e-05,0.0028175161092416122
1220,0.0027333928092379695,0.00795630245103935,4.560328686660584e-05,0.00038493136463737285,0.001455737979917188,0.0005867664784109268,0.00012718519814609584,0.0036685082761504033
1221,3.7032160433601775e-05,0.026367602773674538,0.0001159901398957763,0.00040680578546083,0.0009065337462932884,0.001324116768357521,1.766715741190521e-05,0.0011640728916920058
1222,7.424101424129728e-05,0.026976160604779583,0.00015584505113004236,0.0004680263889572293,0.0010420693497454128,0.0012027556207802107,3.781945922833748e-05,0.001749732828011642
1223,0.00035139858576349223,0.023214639523043794,0.00022015456536401157,0.0002856801328940273,0.0011323430152261026,0.0015834257238519767,7.832925260814611e-05,0.0020376860430303995
1224,0.0010770184823557254,0.020031503723826862,0.00012124788440473659,0.000439158926029482,0.0016956391041092406,0.0016926928406226084,4.4816012363396974e-05,0.002494043106543355
1225,0.00036208531071390003,0.010752627359005437,0.00021158561928639723,0.00013457885313227706,0.0015498417653289668,0.0029276739512374304,0.0003052208702103467,0.001403396291983565
1226,0.0010859135881275764,0.008199984939950382,0.00027928233758784266,4.809083022798523e-05,0.002187471375595169,0.0020794859917534683,2.3696936085154182e-05,0.0022334492531011986
1227,0.0017063183656807414,0.0037821072009527994,0.0002776937975821352,4.380322254170734e-05,0.002273738741360441,0.0025470676257700973,0.00019839734128415402,0.002541288367439843
1228,0.003151048224478602,0.0012321260358461022,0.0001860276094067167,3.5342196200014e-05,0.0015164334787597198,0.0021546726216292575,0.00017094200790136694,0.003940443958712727
1229,0.00028540781421219116,0.0018717174237274183,0.00036229374726352924,0.00017500780034833098,0.00018332253005643988,0.0007442071721915959,0.00011077844508643325,0.0018590583539953862
1230,0.0012494345825910436,0.001362812685105636,0.0001852242410360791,0.0001699860615086232,0.00040060786081054517,0.0005188595289184596,0.0002296515007374361,0.0027034789448005425
1231,0.002004220013276579,0.0006647532816658186,0.0009734315074060477,0.0002495141505821722,0.0001320700149500663,0.0002724158894732954,9.368085605780891e-05,0.002981028923532076
1232,0.005731362579459313,0.0014871957366517717,0.0005520878148553649,0.00013563513130350523,0.0005573268626628908,0.0005854578825155767,0.0006718155398165891,0.0032604906504147555
1233,9.630477020449311e-05,0.00039249429224917957,0.0011448009003332564,0.0005845072988209596,3.778512680854572e-05,0.00016158745849679173,2.9128866810164803e-05,0.0001754521870785761
1234,0.00037515516416365913,0.00013923124099795954,0.0010405626920526512,0.0004699633270822063,5.963798640957052e-05,0.00025645171446351194,3.3711810553709035e-05,0.0001902096520784039
1235,0.000770251466804174,0.00023518115201945567,0.0011778853606966482,0.0006311877847744919,0.00010625507636854508,0.0001740879637087978,9.235327366292849e-05,0.00038117469945077054
1236,0.0021540839519377446,0.000646177069010731,0.0010482882190183777,0.00036817713973730324,0.00017263597984235363,0.0003884805677953336,0.00018995062547132158,0.0005542124616408388
1237,0.000423922535402413,0.00045548306772227415,0.0008143124511879904,0.0001394827451560066,0.00030053876878170284,0.00025767562726997936,0.0004027226639083252,0.0005692155089386879
1238,0.0008608788234569276,0.0003236964017287442,0.001106044253476691,8.550649596749914e-05,0.000365797703896056,0.0005805984308851569,0.00014635492926410267,0.00037495368142776884
1239,0.002014366747629191,0.0001230439604642648,0.0011914823291921497,6.215509090341708e-05,0.0006391103268379729,0.00020798075992644675,0.0004132951985811421,0.0005471345253840647
1240,0.004955969807521878,0.0006893033709349069,0.0005656471130005462,1.3387032454474264e-05,0.00040054440242140736,0.0005022466294823494,4.117332676803443e-06,0.0017215873411610368
1241,0.00016403366503472887,3.4442659692801125e-05,0.00038499318670253405,0.0008529343541269481,0.0003114545215922402,0.0005134277607225186,0.0009722792634874225,0.00048343967622229117
1242,0.00036558917119545884,0.00045775734779261463,0.0003457237082573055,0.0007292220119960539,0.00025005345263463255,0.00047883135738359986,0.0007491029075959154,0.000792141293865966
1243,0.0014811977516648782,0.0006773040771130142,0.00012748516676913004,0.00040252306354801256,0.00025913700145114286,0.0007090131351789799,0.000677536183128766,0.0009589895326737127
1244,0.0027804398598814044,0.0014927200935973787,0.00011064884878250884,0.0001914477185518989,0.00020736192736646174,0.00041544776362555845,0.0003074976082152354,0.0016327546802713602
1245,0.00014303536078766563,7.174532768571592e-05,0.00039439727926496255,0.00024785132894882857,1.1900167569474311e-05,0.00016727138242890284,0.0013250014242361628,0.0009316712437052826
1246,0.0006768357440087151,0.00015335145459736144,0.000682172477525575,0.0002942626607037838,4.060961042039176e-07,8.883729435504639e-05,0.0013122247999786353,0.0012987640310775405
1247,0.0010573730442186209,0.0007417040176112102,0.0004467395010081886,0.00012561238462898853,1.9588806010211762e-05,0.0002543463611815128,0.0004946655406968496,0.001420086837650502
1248,0.0032785075125087,0.001645754841905623,0.0005131478999178668,0.00025745788949284624,6.913905834431629e-05,0.0001861888976716653,0.0015285032598352545,0.002533385938759838
1249,0.001556892806228749,0.00048503622931058305,0.0023479843320326397,0.0003535351593810651,9.19579535851988e-05,0.0003765184181187768,0.000582011093080542,0.0011886868302230028
1250,0.002641492014137684,0.0012757833498882572,0.001752479482585092,0.00039579479197640106,8.192657667596909e-05,0.0005592783947629516,0.0008734424650989935,0.0017205688439505668
1251,0.005754297211894696,0.0012676509326876417,0.003226563738886366,0.00022162944140624615,0.0002099908456746081,0.00043719611491389355,0.00013471788821346653,0.0022295911433809143
1252,0.005095365578422439,0.003486863220222652,0.0023969292781967056,0.00043653708396655574,7.206712893592959e-05,0.0008917770752388665,0.0006432994627369307,0.003613322040249065
1253,0.0005909034449431577,1.0879255612328443e-05,0.11182431897062352,0.00010219845454245282,0.00024147661721249286,7.544254551348877e-05,2.74664003044109e-05,0.00025490188668529
1254,0.0008274735245408016,0.00020897351888220429,0.11256873996909464,6.082391921423998e-05,0.00012700404429685815,9.916383965492785e-05,3.448761358841203e-05,0.0003176643852576529
1255,0.0012748569813411702,0.00015750044042195236,0.10415874217384101,6.48638753244784e-05,0.0003042554695216315,0.0001398711689088646,0.00010207713330154285,0.00042855081631595644
1256,0.0025247530204153047,0.0011806494292435881,0.09132865177822809,0.00011023459441361783,0.0002018332854736954,0.0002753005949685814,8.953360900153788e-05,0.0007760804076855729
1257,0.0007710920974455734,0.00013718579414794045,0.028837918116475573,3.325181298926355e-05,0.00044578359151264046,1.5440520124322363e-05,0.00019891588794836046,0.00032102777885863453
1258,0.0012992798730216463,0.00035783837156164395,0.027113835496828213,5.6852631705280726e-05,0.0003152614123219276,3.185835046761674e-05,0.0005139648365695446,0.0004225142603185076
1259,0.0023534850469689025,0.0005937288217005855,0.023225571606133054,3.72506846320438e-05,0.0003566719782980231,7.571979389359285e-06,0.00018478183271325853,0.0008444189687249133
1260,0.0036253549489955014,0.0014266940665540661,0.018496189586271503,0.00018773698699961724,0.0002740114395221737,5.365930741695384e-05,0.0010336992805666842,0.0008889828337097767
1261,0.001394106765666536,9.634506825943195e-05,0.03856598342725452,1.237671926841597e-05,0.0002610080701468996,0.00026120345349201705,3.655633252252094e-06,0.00020945100421814687
1262,0.002332509269876101,0.00024175473022259444,0.037308663347457076,2.7876355281726934e-06,0.0002742940038494218,0.00038133584261755283,0.00014611882936842242,0.00019389841893833096
1263,0.0028826770568247313,0.00035944045999603886,0.03276830830690371,5.7057886202232914e-05,0.00018756139672405,0.00045161965156025426,2.0625306369352898e-05,0.00036020085724391943
1264,0.0035886117040906927,0.0010794639861685259,0.02992311863783086,4.069429400442987e-06,0.00028876211034945437,0.0004897795299500715,0.0001447985792560572,0.000539905291397619
1265,0.002667024709375076,0.00025035902577026084,0.01701209736993822,0.00026527265775444443,3.402065659888652e-07,0.00030653770852071325,6.369719315224157e-05,0.00012120197893755306
1266,0.0032760652490161674,0.00046427254551355805,0.01393852441584957,0.00024231629042074712,3.5366344612010968e-06,0.00014237812150766322,0.00030798302529878944,0.0004168044457069001
